[2026-01-29 10:29:51][INFO] 日志文件创建于: /data/sda/zjc/comsol_pinn/logs/M04c/exp02/train_20260129_102951_gpu2_pid1035485.log
[2026-01-29 10:29:51][INFO] 进程 PID: 1035485
[2026-01-29 10:29:51][INFO] ========== PINN 训练开始 ==========
[2026-01-29 10:29:51][INFO] 物理项权重 λ_pde = 0.5
[2026-01-29 10:29:51][INFO] 使用设备: cuda
[2026-01-29 10:29:51][INFO] 训练参数: {'lambda_pde': 0.5, 'epochs': 200, 'lr': 0.005, 'batch_cases': 1, 'use_pde_anneal': True, 'pde_anneal_gamma': 0.03, 'pde_lambda_min': 0.0, 'use_soft_mask': False, 'mask_alpha': 40.0, 'mask_temp_ratio': 0.7, 'points_per_case': 320000, 'device': 'cuda', 'num_workers': 8, 'log_dir': 'logs/M04c/exp02', 'ckpt_dir': 'checkpoints/M04c/exp02'}
[2026-01-29 10:29:51][INFO] 数据集大小: 141 cases
[2026-01-29 10:29:51][INFO] 每 case 采样点数: 320000
[2026-01-29 10:29:52][INFO] 模型结构:
SimplePINN(
  (net): Sequential(
    (0): Linear(in_features=7, out_features=128, bias=True)
    (1): SiLU()
    (2): Linear(in_features=128, out_features=128, bias=True)
    (3): SiLU()
    (4): Linear(in_features=128, out_features=1, bias=True)
  )
)
[2026-01-29 10:29:52][INFO] 优化器: AdamW, 初始 lr=0.005, 调度策略: ReduceLROnPlateau(factor=0.5, patience=6)
[2026-01-29 10:32:08][INFO] [Epoch 001] MSE Loss=21028.383428 | PDE Loss=20.185416 | λ_pde=5.000e-01 | LR=5.00e-03
[2026-01-29 16:43:04][INFO] [Epoch 165] MSE Loss=524.805666 | PDE Loss=939.909909 | λ_pde=3.650e-03 | LR=7.81e-05
[2026-01-29 16:45:24][INFO] [Epoch 166] MSE Loss=524.621031 | PDE Loss=955.900127 | λ_pde=3.542e-03 | LR=7.81e-05
[2026-01-29 16:47:45][INFO] [Epoch 167] MSE Loss=524.359549 | PDE Loss=967.281926 | λ_pde=3.437e-03 | LR=7.81e-05
[2026-01-29 16:50:04][INFO] [Epoch 168] MSE Loss=523.632157 | PDE Loss=983.137061 | λ_pde=3.335e-03 | LR=7.81e-05
[2026-01-29 16:52:20][INFO] [Epoch 169] MSE Loss=523.018524 | PDE Loss=997.378548 | λ_pde=3.237e-03 | LR=7.81e-05
[2026-01-29 16:54:37][INFO] [Epoch 170] MSE Loss=522.501170 | PDE Loss=1008.655531 | λ_pde=3.141e-03 | LR=7.81e-05
[2026-01-29 16:56:52][INFO] [Epoch 171] MSE Loss=522.392285 | PDE Loss=1024.875829 | λ_pde=3.048e-03 | LR=7.81e-05
[2026-01-29 16:59:11][INFO] [Epoch 172] MSE Loss=522.019327 | PDE Loss=1034.928968 | λ_pde=2.958e-03 | LR=7.81e-05
[2026-01-29 17:01:26][INFO] [Epoch 173] MSE Loss=522.938856 | PDE Loss=1051.619066 | λ_pde=2.871e-03 | LR=7.81e-05
[2026-01-29 17:03:47][INFO] [Epoch 174] MSE Loss=522.738643 | PDE Loss=1070.795508 | λ_pde=2.786e-03 | LR=7.81e-05
[2026-01-29 17:06:05][INFO] [Epoch 175] MSE Loss=522.850937 | PDE Loss=1084.052395 | λ_pde=2.704e-03 | LR=7.81e-05
[2026-01-29 17:08:21][INFO] [Epoch 176] MSE Loss=522.081853 | PDE Loss=1103.400847 | λ_pde=2.624e-03 | LR=7.81e-05
[2026-01-29 17:10:39][INFO] [Epoch 177] MSE Loss=522.291923 | PDE Loss=1115.484644 | λ_pde=2.546e-03 | LR=7.81e-05
[2026-01-29 17:12:58][INFO] [Epoch 178] MSE Loss=521.752643 | PDE Loss=1128.603189 | λ_pde=2.471e-03 | LR=7.81e-05
[2026-01-29 17:15:14][INFO] [Epoch 179] MSE Loss=520.115718 | PDE Loss=1144.419264 | λ_pde=2.398e-03 | LR=7.81e-05
[2026-01-29 17:17:28][INFO] [Epoch 180] MSE Loss=521.469980 | PDE Loss=1160.743189 | λ_pde=2.327e-03 | LR=7.81e-05
[2026-01-29 17:19:51][INFO] [Epoch 181] MSE Loss=520.471161 | PDE Loss=1175.060395 | λ_pde=2.258e-03 | LR=7.81e-05
[2026-01-29 17:22:09][INFO] [Epoch 182] MSE Loss=520.450832 | PDE Loss=1192.143969 | λ_pde=2.192e-03 | LR=7.81e-05
[2026-01-29 17:24:23][INFO] [Epoch 183] MSE Loss=519.711046 | PDE Loss=1207.884913 | λ_pde=2.127e-03 | LR=7.81e-05
[2026-01-29 17:26:42][INFO] [Epoch 184] MSE Loss=521.451106 | PDE Loss=1225.365227 | λ_pde=2.064e-03 | LR=7.81e-05
[2026-01-29 17:28:58][INFO] [Epoch 185] MSE Loss=519.397866 | PDE Loss=1245.697376 | λ_pde=2.003e-03 | LR=7.81e-05
[2026-01-29 17:31:14][INFO] [Epoch 186] MSE Loss=519.098541 | PDE Loss=1264.055665 | λ_pde=1.944e-03 | LR=7.81e-05
[2026-01-29 17:33:22][INFO] [Epoch 187] MSE Loss=520.096900 | PDE Loss=1279.344437 | λ_pde=1.886e-03 | LR=7.81e-05
[2026-01-29 17:35:39][INFO] [Epoch 188] MSE Loss=519.106685 | PDE Loss=1296.898347 | λ_pde=1.831e-03 | LR=7.81e-05
[2026-01-29 17:37:57][INFO] [Epoch 189] MSE Loss=516.734548 | PDE Loss=1318.848224 | λ_pde=1.776e-03 | LR=7.81e-05
[2026-01-29 17:40:12][INFO] [Epoch 190] MSE Loss=519.104484 | PDE Loss=1335.545716 | λ_pde=1.724e-03 | LR=7.81e-05
[2026-01-29 17:42:24][INFO] [Epoch 191] MSE Loss=517.508285 | PDE Loss=1351.958435 | λ_pde=1.673e-03 | LR=7.81e-05
[2026-01-29 17:44:39][INFO] [Epoch 192] MSE Loss=517.232235 | PDE Loss=1374.267373 | λ_pde=1.624e-03 | LR=7.81e-05
[2026-01-29 17:46:55][INFO] [Epoch 193] MSE Loss=518.176066 | PDE Loss=1391.712840 | λ_pde=1.576e-03 | LR=7.81e-05
[2026-01-29 17:49:08][INFO] [Epoch 194] MSE Loss=517.901051 | PDE Loss=1412.092084 | λ_pde=1.529e-03 | LR=7.81e-05
[2026-01-29 17:51:25][INFO] [Epoch 195] MSE Loss=515.894987 | PDE Loss=1429.229138 | λ_pde=1.484e-03 | LR=7.81e-05
[2026-01-29 17:53:43][INFO] [Epoch 196] MSE Loss=518.007385 | PDE Loss=1448.128616 | λ_pde=1.440e-03 | LR=7.81e-05
[2026-01-29 17:55:59][INFO] [Epoch 197] MSE Loss=515.661464 | PDE Loss=1478.946585 | λ_pde=1.397e-03 | LR=7.81e-05
[2026-01-29 17:58:18][INFO] [Epoch 198] MSE Loss=516.513277 | PDE Loss=1495.378131 | λ_pde=1.356e-03 | LR=7.81e-05
[2026-01-29 18:00:34][INFO] [Epoch 199] MSE Loss=516.586858 | PDE Loss=1515.246756 | λ_pde=1.316e-03 | LR=7.81e-05
[2026-01-29 18:02:39][INFO] [Epoch 200] MSE Loss=517.479644 | PDE Loss=1537.913074 | λ_pde=1.277e-03 | LR=7.81e-05
[2026-01-29 18:02:39][INFO] 训练结束，模型已保存至: /data/sda/zjc/comsol_pinn/checkpoints/M04c/exp02/M04c_pinn.pt
[2026-01-29 18:02:39][INFO] ========== 训练结束 ==========
